-0.00018576,-0.00072599,0.00020907,0.0052137,0.00042925,-0.0051882
-0.0039442,-0.015069,0.004344,0.10851,0.0081604,-0.10798
-0.0014389,-0.02769,0.0019679,0.12545,0.005745,-0.12468
-0.00068996,-0.023689,0.0011305,0.10043,0.0040713,-0.09979
0.0016941,-0.036004,-0.0010557,0.11721,0.0016399,-0.11633
0.0032541,-0.044278,-0.0024381,0.12826,-0.00032378,-0.12721
0.0043367,-0.050192,-0.0033548,0.1359,-0.0020108,-0.13473
0.0050529,-0.054074,-0.0039276,0.14022,-0.0034226,-0.13896
0.0055727,-0.05639,-0.0040379,0.14269,-0.0043603,-0.14152
0.005121,-0.051534,-0.003668,0.13017,-0.0040418,-0.12912
0.0062183,-0.059572,-0.0040315,0.1476,-0.005408,-0.14661
0.0080456,-0.064782,-0.0052084,0.14424,-0.0085194,-0.14341
0.0086722,-0.067271,-0.0052296,0.1451,-0.01024,-0.14444
0.0095239,-0.074282,-0.005391,0.15996,-0.012036,-0.15939
0.010729,-0.071992,-0.0045409,0.15272,-0.016603,-0.15241
0.010786,-0.066344,-0.0036524,0.13941,-0.018307,-0.13932
0.013405,-0.067035,-0.0028683,0.13678,-0.025845,-0.13699
0.015923,-0.067687,-0.0021058,0.13384,-0.032974,-0.13434
0.018643,-0.06935,-0.0015782,0.1317,-0.040776,-0.13236
0.022248,-0.077723,-0.0014382,0.14345,-0.049806,-0.14422
0.026589,-0.077138,-0.0035999,0.13435,-0.057448,-0.13522
0.02841,-0.072737,-0.0046972,0.12067,-0.060522,-0.12157
0.035834,-0.075891,-0.0084969,0.11547,-0.072399,-0.11654
0.043665,-0.079172,-0.012397,0.10947,-0.084822,-0.11072
0.050126,-0.084294,-0.016328,0.10889,-0.093789,-0.11029
0.057763,-0.092708,-0.020233,0.1138,-0.10553,-0.11539
0.060021,-0.096997,-0.021376,0.099138,-0.10928,-0.10061
0.058958,-0.094031,-0.021804,0.085184,-0.10609,-0.086545
0.064163,-0.10598,-0.023459,0.071574,-0.11621,-0.072798
0.069141,-0.11757,-0.025083,0.058443,-0.12582,-0.059524
0.072419,-0.13095,-0.024033,0.049858,-0.13573,-0.050751
0.078155,-0.14805,-0.023981,0.04589,-0.14991,-0.046664
0.076433,-0.15367,-0.019522,0.034181,-0.14817,-0.034701
0.070586,-0.14967,-0.015105,0.022703,-0.13894,-0.022984
0.072145,-0.16427,-0.010448,0.011801,-0.14219,-0.011869
0.073631,-0.179,-0.0061534,0.0015089,-0.14522,-0.0014146
0.077385,-0.19031,-0.0048183,0.00026756,-0.14925,-0.00026369
0.085009,-0.21058,-0.0045115,-0.00031537,-0.16115,0.00018023
0.084908,-0.20833,-0.0031941,-0.00054748,-0.15799,0.00046442
0.08035,-0.19594,-0.0018184,-0.00072673,-0.14682,0.00067857
0.085177,-0.20238,-0.00080648,-0.00043177,-0.15273,0.00056637
0.089379,-0.20741,0.00017833,-0.00014172,-0.15735,0.00045578
0.096255,-0.21817,-0.00056608,0.00040789,-0.17023,0.00012668
0.10669,-0.23768,-0.0011396,0.00084926,-0.18941,-6.495e-05
0.10371,-0.23204,-0.0041439,-0.00010828,-0.19408,0.00052077
0.09496,-0.21135,-0.0054025,-0.00032206,-0.18308,0.00060597
0.092267,-0.21122,-0.0093894,-0.0024995,-0.19663,0.0020827
0.088744,-0.20844,-0.012407,-0.0044653,-0.20802,0.0035105
0.086709,-0.21374,-0.014854,-0.0071979,-0.22194,0.0055483
0.089206,-0.22915,-0.016858,-0.0098196,-0.24402,0.0075779
0.081205,-0.22096,-0.017715,-0.012742,-0.24143,0.010228
0.069526,-0.19897,-0.017555,-0.013728,-0.22231,0.011028
0.06228,-0.19329,-0.018298,-0.017013,-0.22153,0.014271
0.055386,-0.18883,-0.018828,-0.020269,-0.22221,0.017534
0.054475,-0.19095,-0.017,-0.021821,-0.2249,0.019781
0.059293,-0.20774,-0.016355,-0.023957,-0.24314,0.022459
0.056207,-0.20524,-0.013258,-0.024348,-0.23356,0.024001
0.049776,-0.18317,-0.010159,-0.022127,-0.20597,0.022471
0.04574,-0.18555,-0.0089739,-0.023264,-0.19718,0.024627
0.041679,-0.18842,-0.0084577,-0.024336,-0.18863,0.026625
0.038548,-0.19582,-0.0088421,-0.025354,-0.18742,0.028093
0.03953,-0.21721,-0.01027,-0.027946,-0.20305,0.031024
0.034764,-0.21661,-0.012093,-0.026853,-0.18977,0.030126
0.028856,-0.20314,-0.012603,-0.024674,-0.16903,0.027855
0.024302,-0.21129,-0.016932,-0.024257,-0.15821,0.027662
0.019582,-0.21985,-0.021887,-0.023931,-0.14755,0.027465
0.016932,-0.22696,-0.026355,-0.023233,-0.14038,0.026826
0.017867,-0.2567,-0.032128,-0.025398,-0.15334,0.029369
0.019154,-0.25088,-0.037687,-0.022862,-0.1402,0.026615
0.01857,-0.23294,-0.039404,-0.019765,-0.12228,0.023184
0.022664,-0.23587,-0.049245,-0.017794,-0.11202,0.020996
0.02638,-0.2387,-0.058841,-0.016055,-0.10223,0.019004
0.030646,-0.24741,-0.068089,-0.015785,-0.10223,0.018406
0.035474,-0.26817,-0.079204,-0.016611,-0.10851,0.019077
0.042047,-0.25867,-0.083366,-0.017124,-0.10862,0.019477
0.044456,-0.23757,-0.082315,-0.01615,-0.10139,0.018228
0.055876,-0.23917,-0.090688,-0.018296,-0.11009,0.020631
0.066456,-0.23771,-0.098099,-0.019999,-0.1171,0.02257
0.074217,-0.24805,-0.1052,-0.023043,-0.13119,0.02608
0.083511,-0.27041,-0.11636,-0.026626,-0.15,0.030234
0.088096,-0.26183,-0.11739,-0.028015,-0.15631,0.031943
0.087957,-0.24359,-0.11249,-0.027961,-0.15458,0.032022
0.098588,-0.24293,-0.1192,-0.030277,-0.16872,0.035015
0.10982,-0.24369,-0.12677,-0.032604,-0.18426,0.03813
0.11743,-0.25317,-0.13803,-0.033441,-0.19613,0.039363
0.12883,-0.27408,-0.15436,-0.035647,-0.21538,0.042193
0.12755,-0.26482,-0.15714,-0.033304,-0.20891,0.039542
0.12015,-0.2433,-0.15023,-0.029938,-0.19322,0.035642
0.12304,-0.24047,-0.15865,-0.028176,-0.18981,0.033556
0.12659,-0.23906,-0.16832,-0.026618,-0.18737,0.031671
0.12983,-0.24797,-0.18047,-0.026226,-0.19003,0.031055
0.1378,-0.26787,-0.19914,-0.027261,-0.20128,0.032079
0.13066,-0.26285,-0.20051,-0.024617,-0.18823,0.028318
0.11535,-0.23623,-0.18374,-0.020878,-0.16371,0.023662
0.10934,-0.23521,-0.18845,-0.018106,-0.1489,0.019177
0.1036,-0.23418,-0.19321,-0.01552,-0.13403,0.014816
0.10162,-0.24225,-0.20261,-0.014553,-0.12978,0.012484
0.10598,-0.26246,-0.221,-0.01494,-0.13519,0.011787
0.098761,-0.26051,-0.21831,-0.012628,-0.12404,0.0084774
0.08474,-0.23382,-0.19612,-0.010119,-0.1051,0.0056086
0.078284,-0.23327,-0.19102,-0.0070158,-0.091604,0.0016883
0.072333,-0.23289,-0.18578,-0.0040409,-0.078104,-0.0021005
0.07018,-0.23661,-0.18433,-0.0023666,-0.072153,-0.0039764
0.076168,-0.26186,-0.20091,-0.0017893,-0.076601,-0.0050703
0.072765,-0.25781,-0.18828,-5.1417e-05,-0.072158,-0.005953
0.066249,-0.2404,-0.16849,0.0013415,-0.064289,-0.0063882
0.067032,-0.24933,-0.16023,0.0035682,-0.063697,-0.0075686
0.068173,-0.25802,-0.15223,0.0056218,-0.063142,-0.0086084
0.070928,-0.2703,-0.14976,0.0065917,-0.066171,-0.0088996
0.080301,-0.30577,-0.16522,0.0073243,-0.075915,-0.0095959
0.084212,-0.30658,-0.1577,0.0076557,-0.085453,-0.0093705
0.082547,-0.29184,-0.14362,0.0075488,-0.087584,-0.0086759
