-6.8704e-47,-0.01203,-0.010389,-6.8205e-47,4.9956e-47,-4.7633e-47,-4.5914e-47
-6.8704e-47,-0.01203,-0.010389,-6.8205e-47,4.9956e-47,-4.7633e-47,-4.5914e-47
-6.8704e-47,-0.01203,-0.010389,-6.8205e-47,4.9956e-47,-4.7633e-47,-4.5914e-47
-6.8704e-47,-0.01203,-0.010389,-6.8205e-47,4.9956e-47,-4.7633e-47,-4.5914e-47
-0.010944,-0.01203,-0.010389,-1.0926e-07,4.9956e-47,-4.7633e-47,-4.5914e-47
-0.010944,-0.01203,-0.010389,-6.2015e-16,4.9956e-47,-4.7633e-47,-4.5914e-47
0.29862,-0.11708,-0.39939,0.094859,0.076478,-1.1212e-16,-0.010638
0.087304,-6.8515e-14,-0.10644,0.1874,0.14953,-4.7633e-47,-0.044217
0.089223,-0.01203,-0.1412,0.17918,0.098514,-1.9731e-07,-0.094127
-0.036339,0.02229,0.032957,0.1993,0.11885,-3.5596e-20,-0.14079
0.13344,-0.01203,-0.20863,0.21461,0.084545,-0.089339,-0.11244
0.408,-0.015738,-0.62495,0.26642,0.061954,-0.10896,-0.091101
0.26102,0.12277,-0.18867,0.22101,0.037636,-6.2643e-11,-0.19116
0.010327,0.18416,6.0642e-08,0.18973,-0.011575,-0.076741,-0.16521
-0.052473,0.35271,0.16622,0.12698,-0.13409,-0.10943,-0.18986
0.48367,0.30838,-0.39013,0.19226,-0.18464,-0.17773,-0.16666
0.33937,0.52231,-0.13408,0.25554,-0.23356,-0.083043,-0.25963
-0.021268,0.63953,0.24607,0.16297,-0.25995,-0.10547,-0.27089
-0.23549,0.6051,0.53094,0.081052,-0.23467,-0.14572,-0.27844
0.010924,0.5282,0.21135,0.055359,-0.3007,-0.13791,-0.21466
0.63293,0.31481,-0.49581,0.19687,-0.23353,-0.12007,-0.073162
0.73801,0.2752,-0.68136,0.13751,-0.25257,-0.097891,-0.032193
0.65965,0.37012,-0.58173,0.07771,-0.37815,-0.15647,-0.010638
0.014316,0.69197,0.061432,-0.11624,-0.46196,-0.21624,-0.1017
0.26839,0.54328,-0.19492,-0.10001,-0.42425,-0.22774,-0.031034
0.43049,0.29994,-0.57421,0.010836,-0.32136,-0.22712,-4.5914e-47
0.5761,0.21674,-0.59976,0.16835,-0.18802,-0.2003,-1.0844e-19
0.61153,0.063952,-0.85879,0.27541,-0.15517,-0.19862,0.019393
0.38746,0.12157,-0.76881,0.42049,-0.20784,-0.70683,-0.047534
-0.11515,0.059609,-0.32096,0.32924,-0.086727,-0.91388,-0.2308
-0.47516,0.084846,-0.029639,0.27428,-2.0647e-05,-0.90469,-0.33749
-0.39209,0.13402,-0.052723,0.38282,0.044969,-0.72488,-0.26088
-0.36111,0.22262,-0.051674,0.3961,0.13354,-0.95547,-0.1528
-0.28724,0.26332,-0.14658,0.28859,0.045001,-0.95611,-0.077249
-0.20168,0.33019,-0.19083,0.1893,-0.011575,-0.75267,-5.9266e-23
-0.17089,0.36639,-0.26889,0.096452,-0.17594,-0.97503,0.090369
-0.11557,0.34282,-0.36422,1.0951e-09,-0.44357,-0.94655,0.3908
-0.051782,0.43518,-0.43193,-0.023378,-0.78371,-0.86727,0.71496
-6.8704e-47,0.57519,-0.40268,-0.02757,-0.87382,-0.67223,0.73709
0.020285,0.55362,-0.26469,-0.010864,-0.80136,-0.54015,0.66195
0.11583,0.68045,-0.23632,0.075013,-0.86207,-0.47679,0.52523
0.26306,0.56738,-0.5214,0.41833,-0.76178,-0.74573,0.36582
0.49973,0.45133,-0.55973,0.58751,-0.61466,-0.56449,0.38252
0.60904,0.44935,-0.54711,0.61455,-0.69633,-0.22452,0.40935
0.53722,0.56033,-0.46344,0.71432,-0.85903,-0.32073,0.48103
0.50538,0.50098,-0.41947,0.75862,-0.62897,-0.55992,0.34574
0.42479,0.96641,-0.058349,0.8716,-0.80648,-0.59803,0.40154
0.19057,0.89698,0.19058,0.7303,-0.92203,-0.51479,0.27838
0.2923,0.7634,0.10393,0.76466,-0.45329,-0.7789,0.38933
0.2694,0.24275,-0.099801,0.87252,-0.34183,-0.85663,0.57767
0.32611,0.025764,-0.32699,0.8308,-0.35871,-0.79336,0.55682
0.18429,0.21123,-0.072508,0.60144,-0.40349,-0.44,0.32829
0.02194,0.84928,0.43193,0.41733,-0.21386,-0.51493,-0.25644
-0.060709,0.98136,0.76099,0.30098,-0.023151,-0.14578,-0.64937
-0.05398,0.95315,0.97471,0.046805,-0.049421,-4.7633e-47,-0.56658
-0.059373,0.87908,0.8341,3.54e-34,-0.011575,0.082692,-0.55538
-0.010944,0.75724,0.75595,-6.8205e-47,0.032664,0.13865,-0.31612
-3.6276e-44,0.14289,0.13577,0.22044,0.35261,-0.041885,-0.021327
0.0016011,-0.23433,-0.41043,0.3885,0.67876,-0.3525,-0.074601
0.11561,-0.53131,-0.7494,0.558,0.6552,-0.56615,-3.3792e-35
0.25729,-0.57017,-0.73296,0.72631,0.55881,-0.67395,0.010647
0.19952,-0.024276,-0.44733,0.7437,0.50342,-0.59384,-0.2693
0.081694,0.5078,0.22606,0.27911,0.35239,-3.5153e-08,-0.75125
-0.010944,0.7801,0.72751,-0.054133,0.12947,0.21201,-0.81462
-0.084543,0.65525,0.60966,-0.11769,0.2883,0.096142,-0.86335
-0.16623,0.2566,0.0011064,-1.9666e-18,0.48206,-0.13861,-0.474
-0.14351,-0.19322,-0.54597,0.11862,0.48765,-0.33589,-0.027034
-0.050536,-0.53909,-0.8434,0.22476,0.31446,-0.3195,0.2056
-6.8704e-47,-0.56785,-0.89659,0.19379,0.19448,-0.31168,0.3732
3.4352e-46,-0.59301,-0.79585,0.14891,0.26699,-0.22597,0.33332
-0.011541,-0.53815,-0.88639,0.010899,0.52991,-1.1214e-16,0.016628
-0.12764,-0.14971,-0.0033986,-0.14363,0.59148,0.45917,-0.51405
-0.13772,0.33544,0.59567,-0.24184,0.3387,0.45439,-0.87146
-0.071499,0.46596,0.85388,-0.18987,0.17691,0.38855,-0.76616
-6.1978e-09,0.67349,0.85949,-0.08768,0.15252,0.46736,-0.73365
0.19945,0.57319,0.55386,0.27268,0.31865,0.35347,-0.80891
0.456,-0.046349,-0.54183,0.55803,0.49436,-0.16013,0.0033469
0.29734,-0.33061,-0.73036,0.4256,0.28589,-0.32845,0.23321
0.28637,-0.31818,-0.9275,0.42823,0.22495,-0.35804,0.36514
0.28511,-0.34361,-0.83383,0.34019,0.1727,-0.39586,0.35527
0.33657,-0.28169,-0.77272,0.4408,0.065194,-0.3677,0.4898
0.53584,-0.26107,-0.96072,0.67797,0.19257,-0.3538,0.32495
0.52833,0.012028,-0.1737,0.45078,0.67575,9.1747e-13,-0.41635
0.16288,0.18508,0.34091,0.14381,0.4551,0.2009,-0.87939
0.0019478,0.27218,0.6399,-0.082449,0.46782,0.28778,-0.81625
-0.010944,0.081009,0.45309,-0.31408,0.76286,0.3603,-0.79288
-0.010944,-0.29319,-0.39288,-0.34549,0.53097,-0.07736,0.062676
-0.010944,-0.38224,-0.69694,-0.24273,0.011586,-0.34114,0.57942
-1.1398e-38,-0.53382,-0.97211,-0.20171,-0.043271,-0.33382,0.83659
-0.094195,-0.5629,-0.9043,-0.41844,-6.6293e-19,-0.24476,0.55352
-0.25216,-0.5629,-0.5212,-0.91883,0.35543,0.0060113,0.0011057
-0.40591,-0.34914,0.10542,-0.88255,0.61789,0.31406,-0.7858
-0.25046,-0.10402,0.4486,-0.63383,0.61653,0.31066,-0.83246
-0.30076,-0.034332,0.37648,-0.40525,0.69641,0.25274,-0.8725
-0.19372,-0.01203,0.29221,-0.3429,0.72092,0.13073,-0.90719
-0.084323,-0.10505,0.037674,-0.30476,0.84397,0.017083,-0.91347
0.0033691,-0.23975,-0.29933,-0.17894,0.91828,-0.10431,-0.63413
0.10483,-0.29955,-0.48829,-0.27987,1,-0.30297,-0.5322
0.13333,-0.41931,-0.6231,-0.35232,0.94178,-0.43283,-0.41736
0.071391,-0.66043,-0.84681,-0.60134,0.83216,-0.56539,-0.26548
-0.069812,-0.75656,-0.69855,-0.84092,0.17303,-0.37714,0.19912
-0.19603,-0.36502,-0.18062,-0.41908,-0.73921,-0.052188,0.81942
-0.11945,-0.31797,-0.35666,-0.35177,-0.57125,-0.35784,0.77121
0.10649,-0.41494,-0.74179,-0.45063,0.50738,-0.70019,-0.085125
0.24293,-0.37803,-0.70977,-0.40467,0.75341,-0.6115,-0.21485
0.33671,-0.28049,-0.7758,-0.31228,0.52617,-0.59854,-0.13395
0.27244,-0.21295,-0.76525,-0.17688,0.16376,-0.52159,0.058088
0.28355,-0.19558,-0.70477,-0.12822,0.10858,-0.42465,0.18938
0.29262,-0.23743,-0.58946,-0.23232,0.17947,-0.41683,0.2176
0.33497,-0.27834,-0.63204,-0.31699,0.20271,-0.45022,0.10353
0.29945,-0.26805,-0.73544,-0.32068,0.20314,-0.48055,0.089858
0.3317,-0.25258,-0.8374,-0.36318,0.23703,-0.43909,0.064919
0.35587,-0.20207,-0.80372,-0.35063,0.28336,-0.39012,0.058118
0.36889,-0.17742,-0.79276,-0.28186,0.16488,-0.41662,0.14452
0.33481,-0.14725,-0.67034,-0.24185,0.11041,-0.43722,0.1588
0.32272,-0.12264,-0.78945,-0.27009,0.18197,-0.40013,0.11889
0.34247,-0.16248,-0.78576,-0.3784,0.14755,-0.46616,0.10847
0.33825,-0.11651,-0.83805,-0.34203,0.22296,-0.46961,0.051902
0.42405,-0.067005,-0.7444,-0.40407,0.23478,-0.40344,0.061538
0.4873,-0.023884,-0.71577,-0.29583,0.20219,-0.39716,0.083827
