0.027964,-0.015517,-0.32563,-0.0002564,0.0005586,0.00020261
0.027549,-0.014831,-0.32579,-0.00025237,-0.0027677,0.00021288
0.026891,-0.014037,-0.32271,-0.00024427,-0.006046,0.00021969
0.028262,-0.011713,-0.31479,-0.00023154,-0.0047335,0.00020984
0.025107,-0.0090869,-0.26692,-0.00019514,-0.0025032,0.00017379
0.026952,-0.0068299,-0.25924,-0.00018751,0.00071903,0.00016124
0.029815,-0.0049182,-0.26394,-0.00019012,0.0031354,0.00016057
0.031742,-0.0034134,-0.26682,-0.0001924,0.0042385,0.00016321
0.033043,-0.0021918,-0.2684,-0.00019398,0.0044695,0.00016761
0.034413,-0.0028815,-0.26873,-0.0001754,0.0032019,0.00015052
0.033068,-0.0023524,-0.24325,-0.00014116,0.002437,0.00012024
0.034915,-0.004246,-0.23336,-8.8986e-05,0.00058284,6.6497e-05
0.0381,-0.007394,-0.23133,-3.0806e-05,-0.0018175,3.6672e-06
0.040325,-0.011368,-0.23163,2.3463e-05,-0.0058789,-5.1982e-05
0.043996,-0.015777,-0.25172,6.1285e-05,-0.010884,-8.8985e-05
0.05124,-0.020231,-0.25965,0.00012512,-0.01672,-0.00014942
0.051858,-0.021587,-0.23806,0.00016374,-0.019098,-0.0001844
0.064475,-0.024625,-0.23432,0.00024186,-0.022442,-0.00026452
0.081965,-0.028495,-0.23892,0.00033347,-0.026196,-0.00036297
0.097531,-0.030628,-0.24303,0.00039786,-0.028689,-0.00043427
0.11666,-0.032864,-0.26877,0.00045159,-0.031799,-0.00049622
0.135,-0.032547,-0.27736,0.00047927,-0.032748,-0.00052297
0.13615,-0.028647,-0.25403,0.00045444,-0.029477,-0.0004905
0.15371,-0.025815,-0.24595,0.00045486,-0.026743,-0.00047688
0.17827,-0.02354,-0.24619,0.0004675,-0.024429,-0.00047473
0.19488,-0.021302,-0.24276,0.00046131,-0.022445,-0.00045513
0.21802,-0.022342,-0.26334,0.0004879,-0.024358,-0.00046933
0.22971,-0.021676,-0.26645,0.00046797,-0.024454,-0.00043605
