0.00064017,-0.00089447,-0.0033306,-0.0020662,-0.020124,-0.0056164
0.00057975,-0.00094311,-0.0031741,-0.0028164,-0.019854,-0.0012434
0.00065633,-0.0011539,-0.0036539,-0.0034641,-0.022713,0.0024757
0.0003132,-0.00093389,-0.0031608,-0.0019001,-0.020285,0.0032508
3.4597e-05,-0.0009661,-0.0035902,-0.00032721,-0.021544,0.0034772
1.7998e-05,-0.00098634,-0.0030801,-0.00071934,-0.019132,0.0043433
9.3481e-05,-0.0013242,-0.0034396,-0.001143,-0.01903,0.0046434
0.00010869,-0.0015932,-0.0031222,-0.0011978,-0.016312,0.0044505
0.0002456,-0.0024251,-0.0036781,-0.0015092,-0.015556,0.0038937
-0.0001546,-0.0027009,-0.0033552,-0.00010951,-0.013132,0.002586
-0.00074305,-0.00358,-0.0033475,0.0020356,-0.011715,0.00077032
-0.00041866,-0.0032545,-0.0030462,0.002794,-0.0088688,-0.0016943
0.00036789,-0.0030178,-0.0025066,0.0047318,-0.0047003,-0.005899
-0.00015317,-0.0029323,-0.0030957,0.005254,-0.014956,-0.01535
-0.00015373,-0.0035642,-0.0037801,0.0053452,-0.020337,-0.016151
-0.00028186,-0.0043726,-0.0042275,0.0041151,-0.023992,-0.012978
-9.5124e-05,-0.0047988,-0.0041654,0.0033583,-0.024607,-0.008894
4.5914e-05,-0.0046741,-0.0046794,0.0044521,-0.025706,-0.002357
-2.8479e-05,-0.005153,-0.0051787,0.0044966,-0.027687,-0.0018424
2.9931e-05,-0.0049756,-0.0048441,0.0046744,-0.025689,0.0085065
0.00016982,-0.0054013,-0.0051524,0.0055659,-0.02666,0.010442
-0.00013241,-0.0056821,-0.0053064,0.0059415,-0.027905,0.021685
0.00012132,-0.0053496,-0.0048246,0.0069538,-0.025012,0.022472
0.00012868,-0.0034541,-0.003038,0.0063402,-0.017355,0.022586
0.00017767,-0.0029957,-0.0028182,0.006574,-0.014952,0.02398
7.4889e-05,-0.0020812,-0.0023149,0.005689,-0.010877,0.023063
0.00012661,-0.0015889,-0.0020217,0.0053374,-0.0095636,0.022121
7.6635e-05,-0.0013849,-0.0021242,0.0052895,-0.010336,0.024409
5.8398e-05,-0.0011543,-0.0018315,0.0075997,-0.0093447,0.023389
-4.9587e-05,-0.0012054,-0.0019707,0.011031,-0.010599,0.026234
-0.00022376,-0.0011342,-0.0015021,0.013277,-0.010026,0.024294
-0.00075172,-0.0014021,-0.0013505,0.017306,-0.01251,0.025204
-0.00039038,-0.0015686,-0.0011189,0.019409,-0.0098114,0.021768
-0.000454,-0.002294,-0.001388,0.02465,-0.010409,0.02023
-0.00032005,-0.0027181,-0.0012014,0.023918,-0.0087776,0.017314
-0.00067282,-0.0040652,-0.0013059,0.026615,-0.010422,0.016028
-0.00033469,-0.0045572,-0.0011276,0.023879,-0.0088232,0.014069
-0.00019403,-0.006592,-0.0010685,0.024167,-0.0099456,0.014064
-7.7908e-05,-0.0031437,-0.00058507,0.011737,-0.0045628,0.0066959
0.00013582,-0.0062524,-0.00072471,0.01839,-0.0080704,0.012926
0.00045624,-0.0066963,-0.00033685,0.014465,-0.007578,0.013449
0.00023917,-0.0033671,-0.00024299,0.0074508,-0.0036831,0.0067612
0.00039023,-0.0056629,-0.00047326,0.011259,-0.0065658,0.011351
0.00034351,-0.0052797,-0.00050042,0.0088076,-0.0066571,0.010622
