0.0011499,-0.0011031,-0.0011911,0.020035,-0.0019567,-0.021797
0.0011597,-0.0011137,-0.001172,0.019787,-0.0021479,-0.021459
0.001153,-0.0011086,-0.0011061,0.01881,-0.0024368,-0.020267
0.0010416,-0.00090426,-0.0009441,0.022231,-0.0044334,-0.025057
0.0010298,-0.00093501,-0.00090911,0.021526,-0.0048015,-0.02421
0.00096532,-0.00091458,-0.00082724,0.019713,-0.0048675,-0.02212
0.00099035,-0.00097744,-0.00082043,0.019701,-0.0053479,-0.022054
0.00096048,-0.00052201,-0.00060965,0.019166,-0.006049,-0.02197
0.00098513,-0.00058635,-0.00060007,0.019171,-0.0067112,-0.021949
0.00096875,-0.00062997,-0.00056086,0.018305,-0.0070939,-0.020928
0.00080615,-0.00024782,-0.00055182,0.016121,-0.0069844,-0.020658
0.00012812,-7.3435e-05,-0.004331,0.004879,-0.001908,-0.0010266
0.00042986,9.0465e-05,-0.0044015,0.0060815,-0.0015313,-0.0011089
0.00080366,0.00029263,-0.0045363,0.0079252,-0.0016623,-0.0010992
0.0010832,0.00044199,-0.0043593,0.0084918,-0.0016925,-0.0018654
0.0012707,0.00033685,-0.0046564,0.0094323,-0.0042349,-0.0028268
0.0014088,0.00048513,-0.0047026,0.0098353,-0.0039869,-0.0030225
0.0016875,0.00026588,-0.0042867,0.0076375,-0.0058844,-0.0063632
0.0021405,-2.5132e-05,-0.0043686,0.0071702,-0.0057478,-0.0070114
0.0027025,-0.00049772,-0.0043121,0.0060582,-0.0053488,-0.0077029
0.0028495,-0.0005167,-0.003919,0.0056707,-0.0064176,-0.0070473
0.0031893,-0.00071449,-0.0034002,0.0052904,-0.0079014,-0.0066955
0.0035765,-0.00070946,-0.003734,0.0045459,-0.0082986,-0.0074955
0.0043502,-0.00075561,-0.0043231,0.0038739,-0.0089981,-0.0095317
0.0041462,-0.00089851,-0.0041556,0.0037585,-0.0089446,-0.0075251
0.0042118,-0.0012069,-0.0038622,0.0043635,-0.0084831,-0.0063453
0.0038491,-0.0011101,-0.0034925,0.0029602,-0.0070903,-0.0041451
0.003638,-0.00098048,-0.0028319,0.0017008,-0.0044918,-0.0024658
0.0032364,-0.00088841,-0.0026372,0.0015325,-0.0044732,-0.00047323
